_id,BusinessName,RatingValue,AddressLine2,PostCode,Geocode_Longitude,Geocode_Latitude
620cd586aa28c13b79513191,Bella Boo's,AwaitingInspection,London,W6 9ER,-0.221176,51.486192
620cd586aa28c13b79513194,Bellillo,4,London,SW6 6BW,-0.213681,51.481906
620cd586aa28c13b79513197,Belushi's,5,London,W12 8PH,-0.219407,51.503881
620cd586aa28c13b7951319a,Belushi's And St Christopher's,5,London,W6 7AB,-0.224573,51.493303
620cd586aa28c13b795131ac,Bertotti,5,London,W12 8HD,-0.229361,51.502071
620cd586aa28c13b795131af,Bertotti Pure Italian,5,London,W6 0NQ,-0.227659,51.497693
620cd586aa28c13b795131b2,Best Am 2 Pm,3,London,W14 9EX,-0.206575,51.489765
620cd586aa28c13b795131b5,Best Mangal,3,London,W14 9EX,-0.206575,51.489765
620cd586aa28c13b795131b8,Best Mangal 2,1,London,W14 9EP,-0.207355,51.49118
620cd586aa28c13b795131bb,Best One,AwaitingInspection,London,W6 9PH,-0.223763,51.490422
620cd586aa28c13b795131be,Best One (Post Office),4,London,SW6 2UA,-0.191103,51.468701
620cd586aa28c13b795131c1,Best Quality Food & Wine,4,London,SW6 7NR,-0.214262,51.482517
620cd586aa28c13b795131c4,Best Wines,5,London,W6 7PB,-0.222856,51.497827
620cd586aa28c13b795131c7,Betty Blythe,5,London,W14 0HP,-0.217918,51.497725
620cd586aa28c13b795131ca,Big Ben Fisheries,3,London,SW6 1NR,-0.200597,51.483189
620cd586aa28c13b795131d9,Bird In Hand,5,London,W14 0LR,-0.215685,51.499939
620cd586aa28c13b795131dc,Biryani Pot,5,London,W6 9PL,-0.222939,51.488278
620cd586aa28c13b795131e2,Bishops Stores,3,London,SW6 4RJ,-0.206571,51.471141
620cd586aa28c13b795131f1,Blenheim Chalcot@The Hive,5,London,W6 9DL,-0.224571,51.492241
620cd586aa28c13b795131f4,Bloom Cafe,0,London,SW6 6TA,-0.213624,51.47454
620cd586aa28c13b795131fa,Blue Anchor,5,London,W6 9DJ,-0.231434,51.489855
620cd586aa28c13b7951320f,Bobata,5,London,W12 0LW,-0.2416727,51.5080931
620cd586aa28c13b79513212,Bocadillos Station,AwaitingInspection,London,SW6 2QA,-0.185623,51.473652
620cd586aa28c13b79513215,Bocconi Ltd,AwaitingInspection,London,W12 8QQ,-0.224466,51.502725
620cd586aa28c13b79513221,Bombay Chow,AwaitingInspection,London,W6 0RA,-0.235774,51.493094
620cd586aa28c13b79513224,Bon Appetit Canteen,5,London,W12 7RQ,-0.2222536,51.512
620cd586aa28c13b79513227,Bonbon,4,London,SW6 2TT,-0.191113,51.471372
620cd586aa28c13b7951322a,Bonbon,4,London,SW6 3BU,-0.196882,51.47075
620cd586aa28c13b7951322d,Bonjour Brioche,4,London,W14 9NL,-0.206219,51.490038
620cd586aa28c13b79513236,Boots UK Ltd,5,London,W6 9HW,-0.227717,51.492478
620cd586aa28c13b79513242,Bottle Shop,5,London,SW6 4RD,-0.2018976,51.472266
620cd586aa28c13b79513245,Bowmans News,3,London,W14 9NX,-0.203566,51.486814
620cd586aa28c13b79513248,Boys'n'Berry,3,London,SW6 5HQ,-0.206163,51.474939
620cd586aa28c13b79513254,Brackenbury Food & Wine,5,London,W6 0BQ,-0.231324,51.497883
620cd586aa28c13b79513257,Brackenbury Wine Rooms,5,London,W6 0NQ,-0.227659,51.497693
620cd586aa28c13b7951325a,Brandini,AwaitingInspection,London,W12 0RF,-0.2411352,51.5149374
620cd586aa28c13b79513263,Breast Cancer Haven London,5,London,W14 9DA,-0.214191,51.490591
620cd586aa28c13b79513266,BrewDog Shepherds Bush,5,London,W12 8QQ,-0.224466,51.502725
620cd586aa28c13b79513269,Bridge Baker,4,London,SW6 2UL,-0.1920317,51.4726899
620cd586aa28c13b7951326c,Bridge That Gap,3,London,W12 9AS,-0.243035,51.503194
620cd586aa28c13b7951326f,Bridges,5,London,W6 0QA,-0.225676,51.493086
620cd586aa28c13b79513272,Bright Horizons Fulham Day Nursery And Pre-School,5,London,SW6 2QB,-0.187035,51.47362
620cd586aa28c13b79513275,Broadway Bar And Grill,4,London,SW6 1BY,-0.194966,51.480612
620cd586aa28c13b79513278,Broadway Food And Wine,5,London,SW6 1AE,-0.195974,51.480268
620cd586aa28c13b7951327b,Brompton Supermarket,2,London,SW6 1RR,-0.196628,51.486699
620cd586aa28c13b7951327e,Brook Green Hotel,5,London,W6 7PB,-0.222855,51.497827
620cd586aa28c13b79513281,Brook Green Kindergarten,3,London,W6 7BE,-0.21883,51.496138
620cd586aa28c13b79513284,Brook Green Nursery,5,London,W6 7BJ,-0.216727,51.495405
620cd586aa28c13b79513287,Brook Hotel,5,London,W6 0XL,-0.247211,51.498005
620cd586aa28c13b7951328a,Brook House,AwaitingInspection,London,SW6 4SG,-0.193315,51.475767
620cd586aa28c13b7951328d,Brooklyn Pizza Crew,5,London,SW6 5PZ,-0.200176,51.478507
620cd586aa28c13b79513293,Brown Cafe,2,London,W6 7PB,-0.222856,51.497827
620cd586aa28c13b7951329c,Builders Canteen,AwaitingInspection,London,SW6 2AN,-0.18503500521183,51.4766464233398
620cd586aa28c13b795132a2,Burgers Off Broadway,5,London,W6 8NX,-0.218516,51.484983
620cd586aa28c13b795132a8,Bury Food And Wine,5,London,W6 9ER,-0.2212823,51.4866261
620cd586aa28c13b795132ae,Bush Hall Dining Ltd,5,London,W12 7LJ,-0.231579,51.506574
620cd586aa28c13b795132b1,Bush Theatre,4,London,W12 8LJ,-0.225524,51.505169
620cd586aa28c13b795132b4,Bushwacker,5,London,W6 0QU,-0.232831,51.492834
620cd586aa28c13b795132b7,Busy Bees,5,London,SW6 7JF,-0.208769,51.476804
620cd586aa28c13b795132bd,Butchies,5,London,SW6 1BY,-0.19027502043219,51.4801756909287
620cd586aa28c13b795132c0,Bute House Preparatory School,5,London,W6 7EA,-0.221339,51.495331
620cd586aa28c13b795132c6,BYGRAM,5,London,SW6 5HD,-0.204678,51.476094
620cd586aa28c13b795132d5,Cafe,3,London,W12 7DA,-0.2346,51.511556
620cd586aa28c13b795132db,Cafe 209 (Thai),5,London,SW6 6BX,-0.211988,51.479542
620cd586aa28c13b795132e1,Cafe At West Six Garden Centre,5,London,W6 0SL,-0.2376053,51.4942425
620cd586aa28c13b795132e4,Cafe Barca,AwaitingInspection,London,W6 8JA,-0.22266,51.488796
620cd586aa28c13b795132e7,Cafe Brazil,5,London,SW6 1HH,-0.19155,51.479984
620cd586aa28c13b795132ea,Cafe Cino,4,London,W6 0RF,-0.237457,51.493533
620cd586aa28c13b795132ed,Cafe Continente,2,London,W14 9EP,-0.207355,51.49118
620cd586aa28c13b795132f3,Cafe Del Mundo,4,London,W14 8XJ,-0.208411,51.495845
620cd586aa28c13b795132f6,Cafe Delight,5,London,W14 9PP,-0.205252,51.488612
620cd586aa28c13b795132f9,Cafe Disney,5,London,W6 9PE,-0.222707,51.491647
620cd586aa28c13b795132fc,Cafe Latte,5,London,W12 8LH,-0.227612,51.505579
620cd586aa28c13b795132ff,Cafe Lina,3,London,SW6 2SG,-0.186139,51.469334
620cd586aa28c13b79513302,Cafe Louche,5,London,W12 9AU,-0.242337,51.502239
620cd586aa28c13b7951330b,Cafe Ole,2,London,SW6 1QP,-0.197846,51.482446
620cd586aa28c13b7951330e,Cafe Paradiso,3,London,W14 0QL,-0.213799,51.494003
620cd586aa28c13b79513311,Cafe Plum,5,London,W6 9RL,-0.227115,51.488692
620cd586aa28c13b7951331a,Caffe Bonego,5,London,W12 8HJ,-0.232744,51.501412
620cd586aa28c13b79513329,Caffe Lambro Ltd,5,London,W12 0AA,-0.24441500008106,51.5164070129395
620cd586aa28c13b7951332c,Caffe Latte 200,3,London,W12 7JP,-0.225527,51.505475
620cd586aa28c13b7951332f,Caffe Nero,5,London,SW6 2UL,-0.191818,51.472471
620cd586aa28c13b79513332,Caffe Nero,5,London,SW6 5NH,-0.198429,51.48045
620cd586aa28c13b7951333e,Caffe Nero (store No 398),5,London,W6 7AL,-0.223751,51.493336
620cd586aa28c13b79513341,CAKE ADDICT,AwaitingInspection,London,SW6 1NR,-0.200597,51.483189
620cd586aa28c13b79513356,Cambus Lodge,5,London,SW6 2TT,-0.191113,51.471372
620cd586aa28c13b79513359,Camden Coffee House,4,London,W12 8EG,-0.227416,51.502086
620cd586aa28c13b7951335f,Capital Restaurant,3,London,W6 7AB,-0.224573,51.493303
620cd586aa28c13b79513365,Carbon Kopi,4,London,W6 8LS,-0.2148371,51.4864292
620cd586aa28c13b7951336e,Carpenter's Arms,5,London,W6 9BG,-0.242719,51.492326
620cd586aa28c13b79513371,Casa Bardotti West Kensington,3,London,W14 9JL,-0.206315,51.489068
620cd586aa28c13b79513374,Casa Mia,3,London,W6 9JT,-0.233318,51.492536
620cd586aa28c13b79513377,Cashcounts,5,London,SW6 5UA,-0.197502,51.480238
620cd586aa28c13b7951337a,Cashino Gaming,5,London,W6 0QW,-0.2297681,51.4928409
620cd586aa28c13b7951339e,Centro Galego De Londres,4,London,NW10 5NG,-0.236644,51.532143
620cd586aa28c13b795133a1,C'est Ici,3,London,W14 9EB,-0.212908,51.489169
620cd586aa28c13b795133a7,Ch & Co Catering At Fulham Prep School,2,London,W14 9RY,-0.211236,51.495067
620cd586aa28c13b795133ad,Chairs & Coffee,5,London,SW6 5NJ,-0.19922,51.479751
620cd586aa28c13b795133b0,Chanteroy,3,London,SW6 2UH,-0.191737,51.471606
620cd586aa28c13b795133c5,Chelsea Caribbean Kitchen,5,London,SW6 2DH,-0.19389599561691,51.4800109863281
620cd586aa28c13b795133cb,Chelsea Farm,AwaitingInspection,London,SW6 1NS,-0.2001298,51.4827962
620cd586aa28c13b795133d4,Chelsea Village Store,5,London,SW6 1HL,-0.188741,51.480345
620cd586aa28c13b795133d7,Cherry On Top,5,London,SW6 5UQ,-0.198393,51.479901
620cd586aa28c13b795133da,Chez Abir,5,London,W14 0HA,-0.213128,51.497176
620cd586aa28c13b795133e3,Chicago Grill,5,London,W6 9PH,-0.223763,51.490422
620cd586aa28c13b795133e6,Chicago Grill,5,London,W12 8NR,-0.231368,51.506085
620cd586aa28c13b795133e9,Chicken Corner,5,London,W12 0BS,-0.247962,51.515983
620cd586aa28c13b795133ec,Chicken Cottage,4,London,W12 8AA,-0.223064,51.505078
620cd586aa28c13b795133ef,Chicken Cottage,4,London,SW6 1NJ,-0.2018378,51.4840454
620cd586aa28c13b795133f2,Chicken Cottage,3,London,W12 7JA,-0.229575,51.506247
620cd586aa28c13b795133f5,Chicken Cottage,5,London,W14 9ES,-0.207061,51.4906
620cd586aa28c13b795133f8,Chicken Cottage,4,London,W3 7DA,-0.248821,51.514638
620cd586aa28c13b795133fb,Chicken Kitchen,5,London,W12 8HD,-0.229318,51.502088
620cd586aa28c13b795133fe,Chicken Shack,AwaitingInspection,London,W14 8TQ,-0.206913,51.492171
620cd586aa28c13b79513401,Chicken Valley,3,London,W12 7JD,-0.227413,51.50589
620cd586aa28c13b79513404,Chika's Food,5,London,NW10 6UG,-0.2417214,51.5288937
620cd586aa28c13b79513407,Chillies,1,London,W6 0BQ,-0.231325,51.497883
620cd586aa28c13b7951340a,China Wok,5,London,SW6 1NH,-0.201264,51.483442
620cd586aa28c13b79513410,Chinese Church In London,5,London,W6 7BE,-0.21883,51.496138
620cd586aa28c13b79513413,Chipsy Ltd,5,London,W12 7RW,-0.2287013,51.511188
620cd586aa28c13b79513419,Chop Chop Noodle Bar,5,London,W12 8LP,-0.219696,51.504596
620cd586aa28c13b7951341f,Chosen Bun,5,London,SW6 5PU,-0.198973,51.479442
620cd586aa28c13b7951342b,City News,5,London,W14 0AS,-0.217264,51.501564
620cd586aa28c13b7951342e,City Newsagents,Exempt,London,W12 7JD,-0.227413,51.50589
620cd586aa28c13b79513431,City Supermarket,4,London,W12 7PA,-0.226725,51.512103
620cd586aa28c13b79513437,Clip 'N Climb Chelsea,5,London,SW6 2ER,-0.189491,51.477416
620cd586aa28c13b7951343a,Cock Tavern,4,London,SW6 1LY,-0.199449,51.481266
620cd586aa28c13b79513443,Cocotte,AwaitingInspection,London,SW6 4RD,-0.202151,51.472234
620cd586aa28c13b79513446,Coffee Station,4,London,W6 9JT,-0.233318,51.492535
620cd586aa28c13b79513449,Coffee Underground,3,London,W14 9NL,-0.206219,51.490038
620cd586aa28c13b7951344c,Coffeeology,5,London,W6 0RR,-0.241735,51.4937508
620cd586aa28c13b7951344f,COFX,5,London,W6 9NT,-0.220147,51.484154
620cd586aa28c13b79513458,Comfotel Prpl Hotel,4,London,W6 7LU,-0.221715,51.500831
620cd586aa28c13b79513464,Coningham Arms,5,London,W12 9RA,-0.238236,51.506224
620cd586aa28c13b79513467,Convivium,4,London,SW6 6BX,-0.211988,51.479542
620cd586aa28c13b7951346a,Cook,5,London,SW6 5HJ,-0.20651,51.474531
620cd586aa28c13b79513476,Co-op,5,London,W12 9BL,-0.243448,51.502939
620cd586aa28c13b79513479,Co-op,5,London,W12 9RA,-0.238236,51.506224
620cd586aa28c13b7951347c,Co-op,5,London,SW6 6BT,-0.212572,51.480441
620cd586aa28c13b7951347f,Co-op,5,London,SW6 1NJ,-0.201845,51.484063
620cd586aa28c13b79513482,Co-op,5,London,W12 9PE,-0.238096,51.500107
620cd586aa28c13b79513485,Co-op,5,London,SW6 4HU,-0.200981,51.474886
620cd586aa28c13b79513488,Co-op,5,London,NW10 5NY,-0.2320204,51.5314547
620cd586aa28c13b7951348b,Co-op,5,London,W14 9EY,-0.211236,51.495067
620cd586aa28c13b79513497,Costa Coffee,5,London,W12 9BL,-0.243448,51.502939
620cd586aa28c13b7951349a,Costa Coffee,5,London,W6 7PB,-0.222855,51.497827
620cd586aa28c13b795134a0,Costa Coffee,4,London,W12 8QP,-0.225661,51.502393
620cd586aa28c13b795134a3,Costa Coffee,5,London,W12 8LP,-0.219696,51.504596
620cd586aa28c13b795134a6,Costa Coffee,5,London,W14 9EX,-0.206575,51.489765
620cd586aa28c13b795134b2,Costcutter Express,5,London,SW6 6SX,-0.212734,51.473726
620cd586aa28c13b795134b5,Cote Brasserie,5,London,SW6 1PP,-0.19626800715923,51.4819374084473
620cd586aa28c13b795134b8,Cote Brasserie,4,London,SW6 4HH,-0.200597,51.47623
620cd586aa28c13b795134bb,Cozco Latte,5,London,W6 8JA,-0.22266,51.488796
620cd586aa28c13b795134c1,Crazy For Pasta,3,London,SW6 1NN,-0.201912,51.484918
620cd586aa28c13b795134c4,Creams,5,London,W6 9HW,-0.22783200442791,51.4924697875977
620cd586aa28c13b795134c7,Creams Cafe,5,London,W12 7JP,-0.2256921,51.5054785
620cd586aa28c13b795134cd,Credit Munch Cafe,5,London,W6 0QU,-0.232831,51.492834
620cd586aa28c13b795134dc,Crispy Plus Chicken Takeaway,5,London,W12 7JA,-0.2286789,51.5061171
620cd586aa28c13b795134f1,Crystal China Express,5,London,W14 9NX,-0.203566,51.486814
620cd586aa28c13b795134f7,Cumberland Park Stores,5,London,NW10 6RA,-0.237283,51.529797
620cd586aa28c13b79513506,Dacha,4,London,SW6 5PU,-0.198973,51.479442
620cd586aa28c13b79513509,Damas Gate,4,London,W12 8NR,-0.231368,51.506085
620cd586aa28c13b7951350c,Damascene Bakery,5,London,W12 7JA,-0.229574,51.506246
620cd586aa28c13b7951350f,Dance Attic Cafe,5,London,SW6 1LY,-0.199449,51.481266
620cd586aa28c13b79513512,Danish Patisserie,2,London,SW6 5RA,-0.208972,51.476403
620cd586aa28c13b7951351e,Deepak Food & Wine,5,London,W6 0NQ,-0.227659,51.497693
620cd586aa28c13b79513521,Defectors Weld,5,London,W12 8AA,-0.223064,51.505078
620cd586aa28c13b7951352a,Delicious,3,London,SW6 3JJ,-0.209974,51.469925
620cd586aa28c13b79513530,Delight Kebab,3,London,W12 9AS,-0.243035,51.503194
620cd586aa28c13b7951353c,Dessert Heaven London,2,London,SW6 1NN,-0.201725,51.4847181
620cd586aa28c13b7951353f,Detour Cafe,2,London,W12 9AU,-0.242337,51.502239
620cd586aa28c13b79513542,Dickenson Quality Meat,5,London,SW6 1NW,-0.201379,51.484191
620cd586aa28c13b7951354e,District,4,London,SW6 4HU,-0.20098100602627,51.4748878479004
620cd586aa28c13b79513551,Divina Caffe,4,London,W6 9NJ,-0.243717,51.493321
620cd586aa28c13b79513557,DM News Ltd,5,London,W12 8EG,-0.227416,51.502087
620cd586aa28c13b7951355a,DNA Juice,AwaitingInspection,London,SW6 1NN,-0.201912,51.484918
620cd587aa28c13b79513560,Doctor Espresso N 3,5,London,SW6 3LQ,-0.211324,51.471106
620cd587aa28c13b79513566,Domino's Pizza,5,London,W12 7JA,-0.229575,51.506247
620cd587aa28c13b79513569,Domino's Pizza,5,London,SW6 2TZ,-0.19027,51.467186
620cd587aa28c13b7951356c,Domino's Pizza,5,London,SW6 5UQ,-0.198393,51.479901
620cd587aa28c13b7951356f,Don 2,2,London,SW6 1PP,-0.196268,51.481936
620cd587aa28c13b79513578,Doorsteps Sandwich Bar,5,London,W6 0ND,-0.22634,51.493815
620cd587aa28c13b7951357b,Dorsett Hotel,5,London,W12 8QE,-0.224843,51.50453
620cd587aa28c13b7951357e,DoubleTree By Hilton London Chelsea,5,London,SW6 2GA,-0.183747,51.474468
620cd587aa28c13b79513581,Dough And So Bakery,3,London,W12 8AA,-0.223064,51.505078
620cd587aa28c13b79513584,Doughlicious Ltd,5,London,NW10 6UG,-0.242194,51.528604
620cd587aa28c13b79513587,Dr Waked's,5,London,W6 9NH,-0.24087899923325,51.4933433532715
620cd587aa28c13b79513590,Drink Of Fulham,4,London,SW6 6TB,-0.214318,51.475189
620cd587aa28c13b79513593,Du Cane Stores,5,London,W12 0BJ,-0.246669,51.515523
620cd587aa28c13b79513596,Duchess Nursery,3,London,SW6 5PZ,-0.200176,51.478507
620cd587aa28c13b79513599,Duke Of Cornwall,5,London,W6 9PH,-0.223763,51.490422
620cd587aa28c13b7951359c,Duke On The Green,5,London,SW6 4XG,-0.199935,51.472577
620cd587aa28c13b795135a2,Duman Doner,4,London,SW6 1NZ,-0.198758,51.480509
620cd587aa28c13b795135a5,Dutch Kebab House,AwaitingInspection,London,W12 7LL,-0.234083,51.506656
620cd587aa28c13b795135a8,East Ocean,1,London,W14 9NX,-0.203566,51.486814
620cd587aa28c13b795135ae,Eat Aroi Thai Street Food,2,London,W14 9EX,-0.206575,51.489765
620cd587aa28c13b795135b1,Eat Beirut,5,London,SW6 4SW,-0.196775,51.473464
620cd587aa28c13b795135ba,Eat Of Eden,AwaitingInspection,London,W6 7PH,-0.222373,51.500599
620cd587aa28c13b795135bd,Eat Tokyo,5,London,W6 9JT,-0.233318,51.492536
620cd587aa28c13b795135c6,Eatery Cafe,4,London,W6 0RX,-0.244311,51.493618
620cd587aa28c13b795135cc,Ecole Française De Londres Jacques Prévert,4,London,W6 7BE,-0.21883,51.496138
620cd587aa28c13b795135cf,Eden Cafe,3,London,W14 9NX,-0.203566,51.486814
620cd587aa28c13b795135d2,Egg & Bun,4,London,W6 7JP,-0.218329,51.49346
620cd587aa28c13b795135d5,Eight Bells,4,London,SW6 3JS,-0.210104,51.468066
620cd587aa28c13b795135db,El Metro,5,London,SW6 1TB,-0.196114,51.479272
620cd587aa28c13b795135de,Eleusis Club,5,London,SW6 2DU,-0.189939,51.478098
620cd587aa28c13b795135e7,Ella's Place,AwaitingInspection,London,SW6 4RF,-0.2035193,51.4720301
